"Series","Date","Value"
"Financial corporate sector-2",2017-07-01,8662
"Financial corporate sector-2",2017-08-01,9105
"Financial corporate sector-2",2017-09-01,9648
"Financial corporate sector-2",2017-10-01,9651
"Financial corporate sector-2",2017-11-01,9814
"Financial corporate sector-2",2017-12-01,10067
"Financial corporate sector-2",2018-01-01,11022
"Financial corporate sector-2",2018-02-01,9172
"Financial corporate sector-2",2018-03-01,8784
"Financial corporate sector-2",2018-04-01,8674
"Financial corporate sector-2",2018-05-01,10987
"Financial corporate sector-2",2018-06-01,11844
"Financial corporate sector-2",2018-07-01,13511
"Financial corporate sector-2",2018-08-01,19583
"Financial corporate sector-2",2018-09-01,17600
"Financial corporate sector-2",2018-10-01,16776
"Financial corporate sector-2",2018-11-01,61047
"Financial corporate sector-2",2018-12-01,16126
"Financial corporate sector-2",2019-01-01,14812
"Financial corporate sector-2",2019-02-01,17112
"Financial corporate sector-2",2019-03-01,23058
"Financial corporate sector-2",2019-04-01,19247
"Financial corporate sector-2",2019-05-01,25017
"Financial corporate sector-2",2019-06-01,24006
"Financial corporate sector-2",2019-07-01,21098
"Financial corporate sector-2",2019-08-01,21420
"Financial corporate sector-2",2019-09-01,21053
"Financial corporate sector-2",2019-10-01,23211
"Financial corporate sector-2",2019-11-01,22817
"Financial corporate sector-2",2019-12-01,47628
"Financial corporate sector-2",2020-01-01,20580
"Financial corporate sector-2",2020-02-01,20209
"Financial corporate sector-2",2020-03-01,23886
"Financial corporate sector-2",2020-04-01,10980
"Financial corporate sector-2",2020-05-01,6978
"Financial corporate sector-2",2020-06-01,10445
"Financial corporate sector-2",2020-07-01,14934
"Financial corporate sector-2",2020-08-01,13495
"Financial corporate sector-2",2020-09-01,18231
"Financial corporate sector-2",2020-10-01,19322
"Financial corporate sector-2",2020-11-01,22305
"Financial corporate sector-2",2020-12-01,19445
"Financial corporate sector-2",2021-01-01,22990
"Financial corporate sector-2",2021-02-01,20044
"Financial corporate sector-2",2021-03-01,21698
"Financial corporate sector-2",2021-04-01,79385
"Financial corporate sector-2",2021-05-01,83780
"Financial corporate sector-2",2021-06-01,77876
"Financial corporate sector-2",2021-07-01,79169
"Financial corporate sector-2",2021-08-01,81402
"Financial corporate sector-2",2021-09-01,86074
"Financial corporate sector-2",2021-10-01,87585
"Financial corporate sector-2",2021-11-01,90520
"Financial corporate sector-2",2021-12-01,87630
"Financial corporate sector-2",2022-01-01,81330
"Financial corporate sector-2",2022-02-01,92018
"Financial corporate sector-2",2022-03-01,94740
"Financial corporate sector-2",2022-04-01,96741
"Financial corporate sector-2",2022-05-01,102045
"Financial corporate sector-2",2022-06-01,104186
"Financial corporate sector-2",2022-07-01,110848
"Financial corporate sector-2",2022-08-01,99772
"Financial corporate sector-2",2022-09-01,101801
"Financial corporate sector-2",2022-10-01,109721
"Financial corporate sector-2",2022-11-01,94136
"Financial corporate sector-2",2022-12-01,96898
"Financial corporate sector-2",2023-01-01,84165
"Financial corporate sector-2",2023-02-01,94875
"Financial corporate sector-2",2023-03-01,89566
"Financial corporate sector-2",2023-04-01,92111
"Financial corporate sector-2",2023-05-01,101950
"Financial corporate sector-2",2023-06-01,92332
"Financial corporate sector-2",2023-07-01,90441
"Financial corporate sector-2",2023-08-01,97290
"Non-financial corporate sector-3",2008-01-01,442386
"Non-financial corporate sector-3",2008-02-01,512926
"Non-financial corporate sector-3",2008-03-01,484073
"Non-financial corporate sector-3",2008-04-01,498309
"Non-financial corporate sector-3",2008-05-01,514578
"Non-financial corporate sector-3",2008-06-01,513161
"Non-financial corporate sector-3",2008-07-01,509348
"Non-financial corporate sector-3",2008-08-01,523427
"Non-financial corporate sector-3",2008-09-01,504490
"Non-financial corporate sector-3",2008-10-01,538202
"Non-financial corporate sector-3",2008-11-01,506232
"Non-financial corporate sector-3",2008-12-01,449591
"Non-financial corporate sector-3",2009-01-01,429716
"Non-financial corporate sector-3",2009-02-01,460008
"Non-financial corporate sector-3",2009-03-01,467036
"Non-financial corporate sector-3",2009-04-01,433603
"Non-financial corporate sector-3",2009-05-01,451623
"Non-financial corporate sector-3",2009-06-01,463753
"Non-financial corporate sector-3",2009-07-01,444938
"Non-financial corporate sector-3",2009-08-01,482269
"Non-financial corporate sector-3",2009-09-01,478104
"Non-financial corporate sector-3",2009-10-01,448580
"Non-financial corporate sector-3",2009-11-01,437229
"Non-financial corporate sector-3",2009-12-01,400543
"Non-financial corporate sector-3",2010-01-01,384067
"Non-financial corporate sector-3",2010-02-01,415705
"Non-financial corporate sector-3",2010-03-01,398930
"Non-financial corporate sector-3",2010-04-01,398469
"Non-financial corporate sector-3",2010-05-01,321967
"Non-financial corporate sector-3",2010-06-01,292832
"Non-financial corporate sector-3",2010-07-01,294648
"Non-financial corporate sector-3",2010-08-01,281718
"Non-financial corporate sector-3",2010-09-01,296026
"Non-financial corporate sector-3",2010-10-01,293551
"Non-financial corporate sector-3",2010-11-01,281483
"Non-financial corporate sector-3",2010-12-01,37468
"Non-financial corporate sector-3",2011-01-01,36016
"Non-financial corporate sector-3",2011-02-01,35699
"Non-financial corporate sector-3",2011-03-01,37957
"Non-financial corporate sector-3",2011-04-01,35798
"Non-financial corporate sector-3",2011-05-01,39466
"Non-financial corporate sector-3",2011-06-01,41096
"Non-financial corporate sector-3",2011-07-01,40458
"Non-financial corporate sector-3",2011-08-01,43010
"Non-financial corporate sector-3",2011-09-01,43927
"Non-financial corporate sector-3",2011-10-01,45726
"Non-financial corporate sector-3",2011-11-01,49814
"Non-financial corporate sector-3",2011-12-01,49810
"Non-financial corporate sector-3",2012-01-01,46672
"Non-financial corporate sector-3",2012-02-01,48473
"Non-financial corporate sector-3",2012-03-01,46358
"Non-financial corporate sector-3",2012-04-01,46708
"Non-financial corporate sector-3",2012-05-01,50185
"Non-financial corporate sector-3",2012-06-01,45593
"Non-financial corporate sector-3",2012-07-01,293052
"Non-financial corporate sector-3",2012-08-01,309582
"Non-financial corporate sector-3",2012-09-01,309976
"Non-financial corporate sector-3",2012-10-01,321259
"Non-financial corporate sector-3",2012-11-01,340655
"Non-financial corporate sector-3",2012-12-01,283523
"Non-financial corporate sector-3",2013-01-01,299611
"Non-financial corporate sector-3",2013-02-01,312766
"Non-financial corporate sector-3",2013-03-01,323056
"Non-financial corporate sector-3",2013-04-01,323332
"Non-financial corporate sector-3",2013-05-01,335363
"Non-financial corporate sector-3",2013-06-01,328948
"Non-financial corporate sector-3",2013-07-01,325441
"Non-financial corporate sector-3",2013-08-01,341585
"Non-financial corporate sector-3",2013-09-01,337209
"Non-financial corporate sector-3",2013-10-01,1211780
"Non-financial corporate sector-3",2013-11-01,1321562
"Non-financial corporate sector-3",2013-12-01,1114550
"Non-financial corporate sector-3",2014-01-01,1150370
"Non-financial corporate sector-3",2014-02-01,966143
"Non-financial corporate sector-3",2014-03-01,967092
"Non-financial corporate sector-3",2014-04-01,1220193
"Non-financial corporate sector-3",2014-05-01,1233544
"Non-financial corporate sector-3",2014-06-01,1187980
"Non-financial corporate sector-3",2014-07-01,1180548
"Non-financial corporate sector-3",2014-08-01,1242133
"Non-financial corporate sector-3",2014-09-01,1239368
"Non-financial corporate sector-3",2014-10-01,1290709
"Non-financial corporate sector-3",2014-11-01,1236028
"Non-financial corporate sector-3",2014-12-01,1119747
"Non-financial corporate sector-3",2015-01-01,1065637
"Non-financial corporate sector-3",2015-02-01,1095991
"Non-financial corporate sector-3",2015-03-01,1120761
"Non-financial corporate sector-3",2015-04-01,1118199
"Non-financial corporate sector-3",2015-05-01,512215
"Non-financial corporate sector-3",2015-06-01,1236700
"Non-financial corporate sector-3",2015-07-01,1275981
"Non-financial corporate sector-3",2015-08-01,1281400
"Non-financial corporate sector-3",2015-09-01,1294001
"Non-financial corporate sector-3",2015-10-01,606228
"Non-financial corporate sector-3",2015-11-01,1285175
"Non-financial corporate sector-3",2015-12-01,1179211
"Non-financial corporate sector-3",2016-01-01,1142572
"Non-financial corporate sector-3",2016-02-01,1226084
"Non-financial corporate sector-3",2016-03-01,596370
"Non-financial corporate sector-3",2016-04-01,1260018
"Non-financial corporate sector-3",2016-05-01,1272539
"Non-financial corporate sector-3",2016-06-01,1299819
"Non-financial corporate sector-3",2016-07-01,1327595
"Non-financial corporate sector-3",2016-08-01,1281396
"Non-financial corporate sector-3",2016-09-01,1389277
"Non-financial corporate sector-3",2016-10-01,1321796
"Non-financial corporate sector-3",2016-11-01,1394939
"Non-financial corporate sector-3",2016-12-01,1269321
"Non-financial corporate sector-3",2017-01-01,1294839
"Non-financial corporate sector-3",2017-02-01,1372282
"Non-financial corporate sector-3",2017-03-01,1507129
"Non-financial corporate sector-3",2017-04-01,1411617
"Non-financial corporate sector-3",2017-05-01,1490043
"Non-financial corporate sector-3",2017-06-01,1524721
"Non-financial corporate sector-3",2017-07-01,1465115
"Non-financial corporate sector-3",2017-08-01,1516548
"Non-financial corporate sector-3",2017-09-01,1635098
"Non-financial corporate sector-3",2017-10-01,1599032
"Non-financial corporate sector-3",2017-11-01,1673539
"Non-financial corporate sector-3",2017-12-01,1552696
"Non-financial corporate sector-3",2018-01-01,1559192
"Non-financial corporate sector-3",2018-02-01,1691241
"Non-financial corporate sector-3",2018-03-01,1790346
"Non-financial corporate sector-3",2018-04-01,1716414
"Non-financial corporate sector-3",2018-05-01,1831713
"Non-financial corporate sector-3",2018-06-01,1892312
"Non-financial corporate sector-3",2018-07-01,1903573
"Non-financial corporate sector-3",2018-08-01,2018167
"Non-financial corporate sector-3",2018-09-01,2070487
"Non-financial corporate sector-3",2018-10-01,2069571
"Non-financial corporate sector-3",2018-11-01,2165589
"Non-financial corporate sector-3",2018-12-01,1977550
"Non-financial corporate sector-3",2019-01-01,1984140
"Non-financial corporate sector-3",2019-02-01,2109377
"Non-financial corporate sector-3",2019-03-01,2253494
"Non-financial corporate sector-3",2019-04-01,2164323
"Non-financial corporate sector-3",2019-05-01,2305393
"Non-financial corporate sector-3",2019-06-01,2344320
"Non-financial corporate sector-3",2019-07-01,2329169
"Non-financial corporate sector-3",2019-08-01,2425625
"Non-financial corporate sector-3",2019-09-01,2486301
"Non-financial corporate sector-3",2019-10-01,2471871
"Non-financial corporate sector-3",2019-11-01,2501772
"Non-financial corporate sector-3",2019-12-01,2272576
"Non-financial corporate sector-3",2020-01-01,2418692
"Non-financial corporate sector-3",2020-02-01,2512498
"Non-financial corporate sector-3",2020-03-01,2410745
"Non-financial corporate sector-3",2020-04-01,1812310
"Non-financial corporate sector-3",2020-05-01,1915617
"Non-financial corporate sector-3",2020-06-01,2026736
"Non-financial corporate sector-3",2020-07-01,2132780
"Non-financial corporate sector-3",2020-08-01,2147827
"Non-financial corporate sector-3",2020-09-01,2233970
"Non-financial corporate sector-3",2020-10-01,2201312
"Non-financial corporate sector-3",2020-11-01,2204776
"Non-financial corporate sector-3",2020-12-01,2072841
"Non-financial corporate sector-3",2021-01-01,2018052
"Non-financial corporate sector-3",2021-02-01,2103718
"Non-financial corporate sector-3",2021-03-01,2255232
"Non-financial corporate sector-3",2021-04-01,2106380
"Non-financial corporate sector-3",2021-05-01,2175855
"Non-financial corporate sector-3",2021-06-01,2109890
"Non-financial corporate sector-3",2021-07-01,2071678
"Non-financial corporate sector-3",2021-08-01,2185913
"Non-financial corporate sector-3",2021-09-01,2307176
"Non-financial corporate sector-3",2021-10-01,2247257
"Non-financial corporate sector-3",2021-11-01,2331382
"Non-financial corporate sector-3",2021-12-01,2133673
"Non-financial corporate sector-3",2022-01-01,2165608
"Non-financial corporate sector-3",2022-02-01,2253477
"Non-financial corporate sector-3",2022-03-01,2421339
"Non-financial corporate sector-3",2022-04-01,2282429
"Non-financial corporate sector-3",2022-05-01,2313782
"Non-financial corporate sector-3",2022-06-01,2418472
"Non-financial corporate sector-3",2022-07-01,2480471
"Non-financial corporate sector-3",2022-08-01,2355555
"Non-financial corporate sector-3",2022-09-01,2468726
"Non-financial corporate sector-3",2022-10-01,2337502
"Non-financial corporate sector-3",2022-11-01,2448354
"Non-financial corporate sector-3",2022-12-01,2316371
"Non-financial corporate sector-3",2023-01-01,2227819
"Non-financial corporate sector-3",2023-02-01,2384825
"Non-financial corporate sector-3",2023-03-01,2531025
"Non-financial corporate sector-3",2023-04-01,2377247
"Non-financial corporate sector-3",2023-05-01,2420102
"Non-financial corporate sector-3",2023-06-01,2468894
"Non-financial corporate sector-3",2023-07-01,2411211
"Non-financial corporate sector-3",2023-08-01,2557667
"Household sector-5",2008-01-01,12313957
"Household sector-5",2008-02-01,12351476
"Household sector-5",2008-03-01,12330989
"Household sector-5",2008-04-01,12392227
"Household sector-5",2008-05-01,12469526
"Household sector-5",2008-06-01,12291509
"Household sector-5",2008-07-01,12380748
"Household sector-5",2008-08-01,12410353
"Household sector-5",2008-09-01,12305818
"Household sector-5",2008-10-01,12224136
"Household sector-5",2008-11-01,12077052
"Household sector-5",2008-12-01,11950727
"Household sector-5",2009-01-01,12089579
"Household sector-5",2009-02-01,12076302
"Household sector-5",2009-03-01,11882139
"Household sector-5",2009-04-01,11937195
"Household sector-5",2009-05-01,12032048
"Household sector-5",2009-06-01,11307204
"Household sector-5",2009-07-01,11305291
"Household sector-5",2009-08-01,11146827
"Household sector-5",2009-09-01,11202703
"Household sector-5",2009-10-01,11195562
"Household sector-5",2009-11-01,10673543
"Household sector-5",2009-12-01,10673357
"Household sector-5",2010-01-01,10703490
"Household sector-5",2010-02-01,10939407
"Household sector-5",2010-03-01,10490113
"Household sector-5",2010-04-01,10477509
"Household sector-5",2010-05-01,10445059
"Household sector-5",2010-06-01,10412234
"Household sector-5",2010-07-01,10329966
"Household sector-5",2010-08-01,10189594
"Household sector-5",2010-09-01,10228141
"Household sector-5",2010-10-01,10213036
"Household sector-5",2010-11-01,10059030
"Household sector-5",2010-12-01,10422995
"Household sector-5",2011-01-01,10435168
"Household sector-5",2011-02-01,10761420
"Household sector-5",2011-03-01,10546982
"Household sector-5",2011-04-01,10680208
"Household sector-5",2011-05-01,10724870
"Household sector-5",2011-06-01,10716988
"Household sector-5",2011-07-01,10755263
"Household sector-5",2011-08-01,10759971
"Household sector-5",2011-09-01,10795762
"Household sector-5",2011-10-01,10879986
"Household sector-5",2011-11-01,10927864
"Household sector-5",2011-12-01,10987907
"Household sector-5",2012-01-01,11212312
"Household sector-5",2012-02-01,11357749
"Household sector-5",2012-03-01,11430138
"Household sector-5",2012-04-01,11585608
"Household sector-5",2012-05-01,11778509
"Household sector-5",2012-06-01,11900122
"Household sector-5",2012-07-01,11719673
"Household sector-5",2012-08-01,11756897
"Household sector-5",2012-09-01,11873995
"Household sector-5",2012-10-01,12075102
"Household sector-5",2012-11-01,12183652
"Household sector-5",2012-12-01,12235129
"Household sector-5",2013-01-01,12587186
"Household sector-5",2013-02-01,12830371
"Household sector-5",2013-03-01,12832239
"Household sector-5",2013-04-01,12900457
"Household sector-5",2013-05-01,13124960
"Household sector-5",2013-06-01,13412280
"Household sector-5",2013-07-01,13394996
"Household sector-5",2013-08-01,13507192
"Household sector-5",2013-09-01,13646963
"Household sector-5",2013-10-01,13851246
"Household sector-5",2013-11-01,14092931
"Household sector-5",2013-12-01,14172636
"Household sector-5",2014-01-01,14610088
"Household sector-5",2014-02-01,14979345
"Household sector-5",2014-03-01,14938797
"Household sector-5",2014-04-01,15333336
"Household sector-5",2014-05-01,15576084
"Household sector-5",2014-06-01,15760969
"Household sector-5",2014-07-01,15996023
"Household sector-5",2014-08-01,16143202
"Household sector-5",2014-09-01,16507134
"Household sector-5",2014-10-01,16828340
"Household sector-5",2014-11-01,17188707
"Household sector-5",2014-12-01,17356320
"Household sector-5",2015-01-01,17902543
"Household sector-5",2015-02-01,18324436
"Household sector-5",2015-03-01,18349722
"Household sector-5",2015-04-01,18678231
"Household sector-5",2015-05-01,19168545
"Household sector-5",2015-06-01,19488431
"Household sector-5",2015-07-01,19632410
"Household sector-5",2015-08-01,19805944
"Household sector-5",2015-09-01,20157444
"Household sector-5",2015-10-01,20498486
"Household sector-5",2015-11-01,20646122
"Household sector-5",2015-12-01,20854722
"Household sector-5",2016-01-01,21344243
"Household sector-5",2016-02-01,21545529
"Household sector-5",2016-03-01,21644250
"Household sector-5",2016-04-01,21865450
"Household sector-5",2016-05-01,21933417
"Household sector-5",2016-06-01,21968321
"Household sector-5",2016-07-01,22005840
"Household sector-5",2016-08-01,22002277
"Household sector-5",2016-09-01,22075682
"Household sector-5",2016-10-01,22256186
"Household sector-5",2016-11-01,22538096
"Household sector-5",2016-12-01,22495555
"Household sector-5",2017-01-01,23021039
"Household sector-5",2017-02-01,23323853
"Household sector-5",2017-03-01,23160849
"Household sector-5",2017-04-01,23482462
"Household sector-5",2017-05-01,23727898
"Household sector-5",2017-06-01,23802067
"Household sector-5",2017-07-01,23811545
"Household sector-5",2017-08-01,23957633
"Household sector-5",2017-09-01,24228122
"Household sector-5",2017-10-01,24581724
"Household sector-5",2017-11-01,25080792
"Household sector-5",2017-12-01,25102055
"Household sector-5",2018-01-01,25960417
"Household sector-5",2018-02-01,26359766
"Household sector-5",2018-03-01,26234936
"Household sector-5",2018-04-01,26625974
"Household sector-5",2018-05-01,26929760
"Household sector-5",2018-06-01,27223519
"Household sector-5",2018-07-01,27553807
"Household sector-5",2018-08-01,27787631
"Household sector-5",2018-09-01,28144338
"Household sector-5",2018-10-01,28592917
"Household sector-5",2018-11-01,29271883
"Household sector-5",2018-12-01,29264250
"Household sector-5",2019-01-01,30237137
"Household sector-5",2019-02-01,30760924
"Household sector-5",2019-03-01,30800032
"Household sector-5",2019-04-01,31291856
"Household sector-5",2019-05-01,31636889
"Household sector-5",2019-06-01,32443266
"Household sector-5",2019-07-01,32295346
"Household sector-5",2019-08-01,32232950
"Household sector-5",2019-09-01,32561522
"Household sector-5",2019-10-01,32886047
"Household sector-5",2019-11-01,33398809
"Household sector-5",2019-12-01,33498143
"Household sector-5",2020-01-01,34195549
"Household sector-5",2020-02-01,34641077
"Household sector-5",2020-03-01,34262539
"Household sector-5",2020-04-01,32603256
"Household sector-5",2020-05-01,31699428
"Household sector-5",2020-06-01,30366377
"Household sector-5",2020-07-01,30215435
"Household sector-5",2020-08-01,30143962
"Household sector-5",2020-09-01,30559028
"Household sector-5",2020-10-01,30214775
"Household sector-5",2020-11-01,30783160
"Household sector-5",2020-12-01,30638021
"Household sector-5",2021-01-01,30486677
"Household sector-5",2021-02-01,30677857
"Household sector-5",2021-03-01,30742183
"Household sector-5",2021-04-01,30970307
"Household sector-5",2021-05-01,31051324
"Household sector-5",2021-06-01,31248186
"Household sector-5",2021-07-01,30856377
"Household sector-5",2021-08-01,30953083
"Household sector-5",2021-09-01,31112491
"Household sector-5",2021-10-01,31245697
"Household sector-5",2021-11-01,31677778
"Household sector-5",2021-12-01,31341948
"Household sector-5",2022-01-01,31926407
"Household sector-5",2022-02-01,32197127
"Household sector-5",2022-03-01,32171256
"Household sector-5",2022-04-01,32355722
"Household sector-5",2022-05-01,32812231
"Household sector-5",2022-06-01,32820705
"Household sector-5",2022-07-01,32723997
"Household sector-5",2022-08-01,33078997
"Household sector-5",2022-09-01,33455942
"Household sector-5",2022-10-01,33893182
"Household sector-5",2022-11-01,34425214
"Household sector-5",2022-12-01,34386727
"Household sector-5",2023-01-01,35293492
"Household sector-5",2023-02-01,35706147
"Household sector-5",2023-03-01,35687909
"Household sector-5",2023-04-01,35981231
"Household sector-5",2023-05-01,36843230
"Household sector-5",2023-06-01,37148515
"Household sector-5",2023-07-01,37154090
"Household sector-5",2023-08-01,37465611
"Otherb-5",2008-01-01,0
"Otherb-5",2008-02-01,0
"Otherb-5",2008-03-01,0
"Otherb-5",2008-04-01,0
"Otherb-5",2008-05-01,0
"Otherb-5",2008-06-01,26
"Otherb-5",2008-07-01,25
"Otherb-5",2008-08-01,0
"Otherb-5",2008-09-01,0
"Otherb-5",2008-10-01,0
"Otherb-5",2008-11-01,0
"Otherb-5",2008-12-01,0
"Otherb-5",2009-01-01,0
"Otherb-5",2009-02-01,0
"Otherb-5",2009-03-01,0
"Otherb-5",2009-04-01,0
"Otherb-5",2009-05-01,0
"Otherb-5",2009-06-01,0
"Otherb-5",2009-07-01,0
"Otherb-5",2009-08-01,0
"Otherb-5",2009-09-01,0
"Otherb-5",2009-10-01,0
"Otherb-5",2009-11-01,0
"Otherb-5",2009-12-01,0
"Otherb-5",2010-01-01,0
"Otherb-5",2010-02-01,0
"Otherb-5",2010-03-01,0
"Otherb-5",2010-04-01,0
"Otherb-5",2010-05-01,0
"Otherb-5",2010-06-01,0
"Otherb-5",2010-07-01,0
"Otherb-5",2010-08-01,0
"Otherb-5",2010-09-01,0
"Otherb-5",2010-10-01,0
"Otherb-5",2010-11-01,0
"Otherb-5",2010-12-01,0
"Otherb-5",2011-01-01,0
"Otherb-5",2011-02-01,0
"Otherb-5",2011-03-01,0
"Otherb-5",2011-04-01,0
"Otherb-5",2011-05-01,0
"Otherb-5",2011-06-01,0
"Otherb-5",2011-07-01,0
"Otherb-5",2011-08-01,0
"Otherb-5",2011-09-01,0
"Otherb-5",2011-10-01,0
"Otherb-5",2011-11-01,0
"Otherb-5",2011-12-01,0
"Otherb-5",2012-01-01,0
"Otherb-5",2012-02-01,0
"Otherb-5",2012-03-01,0
"Otherb-5",2012-04-01,0
"Otherb-5",2012-05-01,0
"Otherb-5",2012-06-01,0
"Otherb-5",2012-07-01,0
"Otherb-5",2012-08-01,0
"Otherb-5",2012-09-01,0
"Otherb-5",2012-10-01,0
"Otherb-5",2012-11-01,0
"Otherb-5",2012-12-01,0
"Otherb-5",2013-01-01,0
"Otherb-5",2013-02-01,0
"Otherb-5",2013-03-01,0
"Otherb-5",2013-04-01,0
"Otherb-5",2013-05-01,0
"Otherb-5",2013-06-01,0
"Otherb-5",2013-07-01,0
"Otherb-5",2013-08-01,0
"Otherb-5",2013-09-01,0
"Otherb-5",2013-10-01,640226
"Otherb-5",2013-11-01,676355
"Otherb-5",2013-12-01,583236
"Otherb-5",2014-01-01,559056
"Otherb-5",2014-02-01,879910
"Otherb-5",2014-03-01,884983
"Otherb-5",2014-04-01,320103
"Otherb-5",2014-05-01,135650
"Otherb-5",2014-06-01,76187
"Otherb-5",2014-07-01,69711
"Otherb-5",2014-08-01,66693
"Otherb-5",2014-09-01,54478
"Otherb-5",2014-10-01,53482
"Otherb-5",2014-11-01,53529
"Otherb-5",2014-12-01,43914
"Otherb-5",2015-01-01,34651
"Otherb-5",2015-02-01,24375
"Otherb-5",2015-03-01,34815
"Otherb-5",2015-04-01,41828
"Otherb-5",2015-05-01,687498
"Otherb-5",2015-06-01,31455
"Otherb-5",2015-07-01,42159
"Otherb-5",2015-08-01,34855
"Otherb-5",2015-09-01,47523
"Otherb-5",2015-10-01,728877
"Otherb-5",2015-11-01,40874
"Otherb-5",2015-12-01,35882
"Otherb-5",2016-01-01,31328
"Otherb-5",2016-02-01,31176
"Otherb-5",2016-03-01,642646
"Otherb-5",2016-04-01,33096
"Otherb-5",2016-05-01,23952
"Otherb-5",2016-06-01,29692
"Otherb-5",2016-07-01,39887
"Otherb-5",2016-08-01,37981
"Otherb-5",2016-09-01,39660
"Otherb-5",2016-10-01,26709
"Otherb-5",2016-11-01,38093
"Otherb-5",2016-12-01,33686
"Otherb-5",2017-01-01,30775
"Otherb-5",2017-02-01,26015
"Otherb-5",2017-03-01,24674
"Otherb-5",2017-04-01,34361
"Otherb-5",2017-05-01,35448
"Otherb-5",2017-06-01,25764
"Otherb-5",2017-07-01,29197
"Otherb-5",2017-08-01,23256
"Otherb-5",2017-09-01,26322
"Otherb-5",2017-10-01,27118
"Otherb-5",2017-11-01,39048
"Otherb-5",2017-12-01,33048
"Otherb-5",2018-01-01,26169
"Otherb-5",2018-02-01,25893
"Otherb-5",2018-03-01,23620
"Otherb-5",2018-04-01,30664
"Otherb-5",2018-05-01,23271
"Otherb-5",2018-06-01,26463
"Otherb-5",2018-07-01,18658
"Otherb-5",2018-08-01,18304
"Otherb-5",2018-09-01,16268
"Otherb-5",2018-10-01,17407
"Otherb-5",2018-11-01,17977
"Otherb-5",2018-12-01,14562
"Otherb-5",2019-01-01,14450
"Otherb-5",2019-02-01,14424
"Otherb-5",2019-03-01,11515
"Otherb-5",2019-04-01,15660
"Otherb-5",2019-05-01,17088
"Otherb-5",2019-06-01,17325
"Otherb-5",2019-07-01,17893
"Otherb-5",2019-08-01,13495
"Otherb-5",2019-09-01,15993
"Otherb-5",2019-10-01,14819
"Otherb-5",2019-11-01,15531
"Otherb-5",2019-12-01,12205
"Otherb-5",2020-01-01,13111
"Otherb-5",2020-02-01,15463
"Otherb-5",2020-03-01,14687
"Otherb-5",2020-04-01,5516
"Otherb-5",2020-05-01,6943
"Otherb-5",2020-06-01,11641
"Otherb-5",2020-07-01,12780
"Otherb-5",2020-08-01,11313
"Otherb-5",2020-09-01,9966
"Otherb-5",2020-10-01,11754
"Otherb-5",2020-11-01,12694
"Otherb-5",2020-12-01,10067
"Otherb-5",2021-01-01,8427
"Otherb-5",2021-02-01,10951
"Otherb-5",2021-03-01,16899
"Otherb-5",2021-04-01,423306
"Otherb-5",2021-05-01,905293
"Otherb-5",2021-06-01,895159
"Otherb-5",2021-07-01,1055306
"Otherb-5",2021-08-01,1222815
"Otherb-5",2021-09-01,1122984
"Otherb-5",2021-10-01,1169596
"Otherb-5",2021-11-01,1156121
"Otherb-5",2021-12-01,1093621
"Otherb-5",2022-01-01,1059422
"Otherb-5",2022-02-01,1022500
"Otherb-5",2022-03-01,744162
"Otherb-5",2022-04-01,1153187
"Otherb-5",2022-05-01,1204087
"Otherb-5",2022-06-01,1249375
"Otherb-5",2022-07-01,1295348
"Otherb-5",2022-08-01,1325448
"Otherb-5",2022-09-01,1251463
"Otherb-5",2022-10-01,1325409
"Otherb-5",2022-11-01,1341946
"Otherb-5",2022-12-01,1105665
"Otherb-5",2023-01-01,1017582
"Otherb-5",2023-02-01,1078459
"Otherb-5",2023-03-01,1147329
"Otherb-5",2023-04-01,1129960
"Otherb-5",2023-05-01,1111042
"Otherb-5",2023-06-01,1172372
"Otherb-5",2023-07-01,1154911
"Otherb-5",2023-08-01,1123693
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-01-01,13039402
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-02-01,14134127
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-03-01,9773434
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-04-01,10457699
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-05-01,11422162
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-06-01,12311419
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-07-01,12694753
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-08-01,13233809
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-09-01,13662849
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-10-01,13793775
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-11-01,10715849
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2008-12-01,11697489
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-01-01,11260260
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-02-01,12728404
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-03-01,10445091
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-04-01,10164422
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-05-01,10490399
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-06-01,8841728
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-07-01,9466745
"Overdrafts, loans and advances: public sector (total of items 172 to 179)",2009-08-01,9536261
